"","GSM671268","GSM671269","GSM671270","GSM671271","GSM671297","GSM671298","GSM671299","GSM671300","GSM671301","GSM671302","GSM671303","GSM671304","GSM671305","GSM671306","GSM671307","GSM671308","GSM671309","GSM671310","GSM671311","GSM671312","GSM671313","GSM671314","GSM671315","GSM671316","GSM671317","GSM671318","GSM671319","GSM671320","GSM671321","GSM671322","GSM671323","GSM671324","GSM671325","GSM671326","GSM671327","GSM671328","GSM671329","GSM671330","GSM671331","GSM671332","GSM671333","GSM671334","GSM671335","GSM671336","GSM671337","GSM671338","GSM671339","GSM671340","GSM671341","GSM671342","GSM671343","GSM671344","GSM671345","GSM671346","GSM671347","GSM85215","GSM85216","GSM85217","GSM85218","GSM85219","GSM85220","GSM85221","GSM85222","GSM85223","GSM85224","GSM85225","GSM85226","GSM85227","GSM85228","GSM1327256","GSM1327257","GSM1327258","GSM1327259","GSM1327260","GSM1327261","GSM1327262","GSM1327231","GSM1327232","GSM1327233","GSM1327234","GSM1327235","GSM1327236","GSM1327237","GSM1327238","GSM1327239","GSM1327240","GSM1327241","GSM1327242","GSM1327243","GSM1327244","GSM1327245","GSM1327246","GSM1327247","GSM1327248","GSM1327249","GSM1327250","GSM1327251","GSM1327252","GSM1327253","GSM1327254","GSM1327255"
"DNA-PK PATHWAY IN NONHOMOLOGOUS END JOINING",0.17955017748293,0.212346588700278,0.162746220335885,0.143493447418547,0.165135933353749,0.522209197519777,0.457016730028303,0.152055040674338,0.236631257019921,0.130948839719642,0.265311329857002,0.155682885563602,0.257056723889012,0.274951316027041,0.16414858509399,0.0737123129949586,0.546772184405942,0.132766335756451,0.325846729292035,0.299473860453412,0.375794048928561,0.310595654269613,0.33738025151618,0.290527621758481,0.566346871863242,0.479648067296976,0.522048152339371,0.490804745323643,0.451815592315404,0.488632107358054,0.340521126974208,0.0147655319550941,0.361065307483961,0.374655770829676,0.373400034187947,0.362292915657133,0.315307318319306,0.51425219137739,0.323622896737107,0.431615827348188,0.24751066146972,0.325939826207416,0.320549962068058,0.0812332717043982,0.304346365194126,0.161401699674588,0.131441947580111,0.143493447418547,0.152403798352829,0.504607842617008,0.286151273247656,0.365904253633761,0.205500478461918,0.15833441196869,0.252504521610952,0.177515271087803,0.229758307666685,0.161256422083684,0.286838802745481,0.289423526746692,0.490104867650235,0.38193334826504,0.189188680672095,0.249890024387372,0.146663639100196,0.248119180604789,0.438809586092153,0.514118950283041,0.255579036447493,0,0,0,0,0,0,0,0.355055125634341,0.289316625030188,0.32637102335307,0.359583102024398,0.397752660004395,0.223825981576501,0.422263432437327,0.214969695815986,0.333534200413813,0.176221588089667,0.238424895355727,0.581783068054013,0.137473330612362,0.224785847065118,0.203123231130728,0.245959727128883,0.379848707774667,0.472043883988625,0.494461789257324,0.446807696322122,0.475194952239185,0.39027945002289,0.299532344835484,0.510193116177548,0.424967262644229
"PRESENILIN ACTION IN NOTCH AND WNT SIGNALING",0.49345093127822,0.460615312933392,0.476178156869341,0.501444811795987,0.581738521622573,0.569557418322414,0.794128532977347,0.720841254515918,0.680480362415134,0.712582126029762,0.739396948124368,0.592268871061545,0.533007303167492,0.506727660469251,0.766236670099562,0.594148962413418,0.586931907901078,0.694033508979165,0.741410044137404,0.528095474471038,0.733163857726564,0.538741711616282,0.526783698902327,0.544056354116049,0.707182755344657,0.497491286699644,0.713613864664792,0.742133395840978,0.749615083249229,0.585081162326119,0.768234774198967,0.553312612908473,0.804460511750911,0.738063789629525,0.797237489916937,0.789150094505202,0.513139267796746,0.775912752603358,0.557365117428253,0.807336862844334,0.742843961317608,0.50718297109129,0.724778803415804,0.759317142364798,0.519633691110316,0.599750690560951,0.66798376717936,0.747842080686271,0.722796424945947,0.784856054292179,0.747502261611146,0.483790352285807,0.546643311247751,0.506235748347301,0.536558716549898,0.51569353279972,0.536022477193541,0.545949534754952,0.492229962247142,0.536936428486974,0.567129590090139,0.573787764819194,0.752771805774534,0.787863826554837,0.736434476170426,0.78081618038212,0.693256685486719,0.691509631724372,0.747453962963454,0.585161681480868,0.649875561162119,0.547306407415109,0.577347472743044,0.539299046502014,0.569294841840998,0.560728065635866,0.779122371081925,0.519005353846078,0.538916033527377,0.808945174556412,0.781463303304676,0.539721371788636,0.800767053441061,0.740615818750887,0.760902403281411,0.751804507310265,0.494414373486137,0.599964736689674,0.611411304580317,0.564459890543284,0.75611936516316,0.780168623469015,0.793027949327457,0.767138238563119,0.751721574498507,0.749143464093025,0.780086699238895,0.768492057051066,0.789189794498822,0.554262973606043,0.803799566083142
"FGF SIGNALING PATHWAY",0.314874246952194,0.301495173185463,0.303689263524191,0.331444726179633,0.398563827540529,0.397693013398647,0.397781399352355,0.453136099815589,0.444024836519401,0.451203713009789,0.422822152304118,0.487645986588692,0.610521321559108,0.587653744861408,0.599819346489289,0.485937129042167,0.518756730774306,0.502818081528009,0.503833541133477,0.639459056538427,0.567906374313489,0.641974662625435,0.604348713789455,0.619031247868361,0.509537725285278,0.672605133757664,0.520200352867019,0.503035296764544,0.522597132011485,0.538354717942016,0.56561291141009,0.597532827789659,0.574113529901243,0.51061315872349,0.559102926863264,0.583704071447735,0.602919613678342,0.603402024941256,0.606083900822159,0.581851551906185,0.551561848969769,0.650613079523302,0.522677611147704,0.545774750234615,0.641619528832871,0.602435276235529,0.510790988824013,0.395714337805506,0.467180416327284,0.544461505465892,0.552980823311773,0.339004928838247,0.424705663143089,0.337923924705799,0.526678362255502,0.355895307470194,0.367375480321098,0.398894342981098,0.336434695235059,0.364836655212822,0.382591409426699,0.582897264178616,0.503352765349568,0.555530800497805,0.527103451553517,0.580653525116527,0.591680075617264,0.575143397144723,0.532429173402081,0.38133732920166,0.423694801587588,0.373573383076234,0.388785558182619,0.385723516513726,0.403906589907517,0.36704385152605,0.569017472962753,0.368277684029341,0.391988529010563,0.623377492785041,0.560289358277552,0.399736925153528,0.613884283317729,0.43589104043832,0.566565607658735,0.451527453937173,0.338526919736801,0.593868896797838,0.514946600581081,0.609548342267586,0.565982715812754,0.580552741897275,0.596702817694989,0.586621635801412,0.593653607339258,0.541022625909573,0.56975763577853,0.579193836514964,0.540285007752056,0.604910673357393,0.616051740948405
"SIGNALING EVENTS MEDIATED BY VEGFR1 AND VEGFR2",0.521830382011522,0.553205412008439,0.572203767135071,0.465202397054145,0.574992558807546,0.618217674467198,0.598680825016955,0.594177098452233,0.404925619978763,0.677376834322934,0.657159225127726,0.446338087864863,0.661661082562801,0.69080615046598,0.652711585713439,0.475392252197627,0.501909052451496,0.418887449363044,0.637371018259337,0.651424070296813,0.669106655580943,0.699310467498788,0.726869292824384,0.660408705438933,0.689468372500108,0.647402734504087,0.683082226577262,0.681101460316384,0.684830185416533,0.687026124877565,0.75704513664669,0.706400144640772,0.748801977155563,0.658215437832766,0.780290245007818,0.722282559769986,0.728419556029444,0.795094875249735,0.723246548599466,0.79335081143646,0.730791463421125,0.72559784242955,0.719652381860909,0.685393733450216,0.748876087678237,0.632219076175483,0.34916068383435,0.575665297818255,0.58229940274261,0.635995402235226,0.649142553167315,0.594414176758308,0.616802791654991,0.671072276656059,0.466644813179322,0.61411807405939,0.557490037189985,0.458874278334143,0.657349781566745,0.637909328480479,0.631649625099474,0.679652554012812,0.646341805902544,0.722252186227058,0.667317075078322,0.763484089045674,0.715403206596436,0.6788022302276,0.677332114343108,0.416150794193791,0.322265058431916,0.372399168917327,0.424720608296817,0.617972225273718,0.311464590920657,0.450144671215238,0.692450784042162,0.643047803818387,0.664909387397522,0.771884205424388,0.671424101081097,0.611615819393758,0.749793069185648,0.643005485471256,0.689141353970137,0.693239778669904,0.65084477990176,0.668097237364712,0.416306700925831,0.710289008082156,0.710035320509276,0.750174574953798,0.770411326308419,0.678062380641926,0.702977646953991,0.717910705307759,0.750420119695412,0.760989664191419,0.720849327556202,0.681126727268947,0.753527305568918
"NOTCH SIGNALING PATHWAY",0.637545869461087,0.645734607497834,0.646527954091238,0.612446822192413,0.59733188109615,0.623511360475329,0.574394512387872,0.636082533953543,0.532807679414797,0.631930962381596,0.562139980986324,0.559376291800232,0.472972494536797,0.520702711901817,0.752954647185392,0.544842421859678,0.641434918028376,0.502777571516919,0.557626544528363,0.717783948367027,0.688065479391217,0.792066469698515,0.704336544583644,0.691323020235078,0.663923761068423,0.536810103291096,0.744023155293685,0.670513221710302,0.653914821963823,0.675481132674985,0.672183792850869,0.719188033930813,0.722935665362371,0.645584495243519,0.722292415047624,0.750974248863236,0.311825233536681,0.705463236406818,0.708918961786552,0.732424058174949,0.763773419779012,0.708331429250639,0.6506841552419,0.56226062957855,0.721539055540371,0.785553694005102,0.502405309982925,0.618880974140194,0.590172896376274,0.618253336486109,0.623059953152202,0.649818472806163,0.595138642974439,0.649430477365517,0.493193481306285,0.615877123272113,0.644849173701278,0.631283390568827,0.669534042271322,0.618507196134832,0.629474982675392,0.504339212439533,0.470617227427012,0.737309801892626,0.537289554826183,0.706324114567991,0.770261414088759,0.709558433262273,0.776676913873942,0.576672152345664,0.58524593993159,0.586601754800229,0.591085154232652,0.620123703210681,0.597761924207449,0.59290738740805,0.711247369154569,0.693049774670174,0.723942788755501,0.760243199438684,0.711959098191573,0.630340364097904,0.710811091625468,0.668343980752681,0.44523725078949,0.612148571172997,0.706977814625159,0.522472488496341,0.540117181098934,0.408713510931482,0.718364404891261,0.691608976981483,0.711046505331004,0.7316485011232,0.743189578915802,0.721521017121586,0.71260613457107,0.748180516901664,0.740266405028551,0.708126092568987,0.780434666681741
"TCR SIGNALING IN NA--XEF-VE CD4- T CELLS",0.00922827564678431,0.03250720262676,0.0579086528963214,0.021729902727916,0.0238681411684168,0.0566268447215699,0.0178752563127102,0,0.0987404086087387,0.0846387941492867,0.0539075486673235,0.111799695242635,0.211850154359897,0.37493804223417,0.079378918037934,0.180959521425396,0.0736810476655747,0.388126475340281,0.0898998958152484,0.175884954013206,0.130333507099329,0.118304627245283,0.250445959603498,0.0815661141268591,0.11490360209089,0.10149982692676,0.19330685209048,0.0844396346329244,0.0447890028841987,0.0923764856693076,0.210058285407411,0.0968025216060202,0.19723877676117,0.25595008734399,0.136887422278166,0.226805809176765,0.200340701193364,0.104743478751088,0.140711590645454,0.202651609942771,0.317910433609871,0.122151513941613,0.308472921610412,0.232587954624871,0.195723125035254,0.121493169255495,0.123074084539866,0.0321142637498044,0.0516971164868448,0.0620083752042005,0.0616437184507026,0,0.096879127562006,0.025854552075431,0.189126051931452,0.0453836894538572,0.0616475540144752,0.306656765714876,0.197456159374307,0.075735542573511,0.0576918203752792,0.205706076011476,0.0966892520343752,0.108875728956391,0.175510836568376,0.184672509511309,0.11045054286444,0.105313838006125,0.127596619053683,0.0545193914289417,0.0301356738861305,0.0394440689402892,0.041860583012948,0.273001168683626,0.326198555639765,0.033468312353299,0.176350976791194,0.192030425594399,0.347662480817257,0.262167978419651,0.0943633639975459,0.259573086498161,0.0925140505806064,0.0654296355355487,0.162152549675244,0.0695424704700469,0.253514591904801,0.111662487492918,0.319308141049548,0.14642243786509,0.11564721752193,0.148982338971668,0.0732514623162423,0.0847095140065478,0.112927196285567,0.0859272486101258,0.191732016696513,0.145484393766028,0.099320751964432,0.278457908243577,0.136839259957135
"E2F TRANSCRIPTION FACTOR NETWORK",0.362449296387837,0.381917608057643,0.393163205836105,0.292910017595573,0.373600085700328,0.439161063422362,0.420411009502766,0.388726977888274,0.488815141396145,0.356258262036851,0.487273454849696,0.318759445803363,0.562086794353759,0.564071842349403,0.353354267564574,0.60340695311797,0.339314284377031,0.57399853391182,0.343412035728321,0.586080239157113,0.594194463865283,0.517054948039199,0.51301079903298,0.362475636908269,0.397999598336392,0.383666049572939,0.509487233196752,0.395590976096513,0.41896323507757,0.35972403735872,0.533021956918046,0.543371529715863,0.542435715622112,0.496898494960947,0.556866178785289,0.48923825499756,0.548469974598082,0.486989714753515,0.454410028521121,0.516735196282254,0.523527048903746,0.521759758128579,0.501437661036735,0.558860584651908,0.486731528248188,0.346707180840115,0.312364581534991,0.384456519338819,0.369569685876211,0.505925826055819,0.391280208690147,0.38511357023524,0.359570602473494,0.393801770835715,0.261243781292765,0.387395093182325,0.372869603883421,0.383122565424195,0.438751194000683,0.408589359555282,0.327355591531223,0.587159531995509,0.561013822426469,0.454856797784882,0.541795260995869,0.477896466864894,0.525271978612768,0.33300955920743,0.561712527932098,0.206609270035183,0.139992855583049,0.20912507107121,0.253666835773608,0.330140715967842,0.296798596534415,0.27751134593127,0.442407009274616,0.408469318691985,0.444665796978066,0.553402439885791,0.45332414313037,0.408136775291422,0.43270897210231,0.394929309260408,0.444747427775647,0.433108676285926,0.434080590019509,0.543142698285143,0.281362804648963,0.558664336297351,0.475755265896898,0.487383086088083,0.46673681611464,0.483023180577993,0.43337886407501,0.457234136645446,0.499216844621253,0.539622535254359,0.485754939508167,0.470110616143375,0.485104244894359
"RAPID GLUCOCORTICOID SIGNALING",0.869554848514969,0.873212120240397,0.868986814819146,0.860858408166953,0.860810879926207,0.896796762761021,0.844078921002331,0.838186213557989,0.854175338067868,0.839901229604558,0.825780215922327,0.888471021380777,0.913585097910145,0.907656295012576,0.883309099237273,0.908219829650847,0.889563885602693,0.893836910183829,0.854200502345247,0.88179503166248,0.896796197952213,0.904262155894577,0.908232190161249,0.899300712009785,0.898989094185855,0.88867513016787,0.901812209399118,0.903642352669896,0.881038877390629,0.901576356502522,0.891207781877606,0.912915701021386,0.891822161716056,0.900836158023537,0.904644623116174,0.889752523766389,0.90111505397218,0.89031038591629,0.893065940463096,0.901467250707755,0.912246951961361,0.895224070515706,0.901753405535056,0.875884367792776,0.913733215801643,0.893899907596118,0.893323498538779,0.868302996306164,0.86223819851947,0.843593897133932,0.863901165066995,0.832108617764251,0.879222830837845,0.855871229750413,0.902518442037444,0.869600495595461,0.874961796044504,0.87970802941855,0.864787884113738,0.885879919095608,0.866828616464074,0.874434941790419,0.900033581941753,0.888000259662711,0.888799766813048,0.888358006189967,0.89437208735741,0.894201586187085,0.906265225063666,0.893190284068879,0.892629919837859,0.892721053667624,0.886637057227198,0.887166919489529,0.893447381562162,0.883322348478944,0.88087088188067,0.880832197748036,0.885209488719,0.882681159711931,0.883150715977385,0.879594974547724,0.883017265821702,0.880539663361179,0.884173308275702,0.873020612514827,0.881577687626181,0.880319428067197,0.8858374906035,0.887282531985995,0.882725060741395,0.883141106229875,0.881637331258137,0.878674937965046,0.886480006576711,0.880902009930592,0.883046810537044,0.884358877866291,0.874411049612268,0.884268972255824,0.884365691634282
"NEPHRIN-NEPH1 SIGNALING IN THE KIDNEY PODOCYTE",0.519626402330993,0.520275301438467,0.542076889197521,0.570964311182215,0.994735447400834,0.610227379627578,1,1,0.676070954291373,0.847378811437145,0.967941239420053,0.63876532884956,0.624957305431919,0.761886822643922,0.580192599620724,0.729624657773109,0.581676596493759,0.72743554500679,0.66448429046926,0.604532779803465,0.828988873810205,0.873273656432096,0.841181670824359,0.88921373591523,0.794879315039062,0.564952119944062,0.795023760856603,0.798838890104724,0.951299963832894,0.889606498051573,0.906388583119632,0.950335773651282,0.864338065941505,0.786158026357104,0.844736712502271,0.92244801873665,0.879664197391312,0.909702150284889,0.87374228403416,0.859473891112906,0.854279431894545,0.890522978226471,0.807396173721249,0.98116190429174,0.869919868210032,0.84245346207695,0.759114734420013,1,0.75124971317061,0.947122008668851,0.967365017540283,0.498613166636431,0.84676447205723,0.499872961595288,0.719271727533892,0.544352237849346,0.569748212064019,0.614696580056161,0.948933662479668,0.566544006160714,0.609678512086527,0.851211184098846,0.792709899579753,0.896038674287335,0.786474406386447,0.890581979307921,0.812393417109271,0.761893202096862,0.802914156330982,0.671814010138863,0.682958260146717,0.643452285087938,0.645497244118697,0.676118868797084,0.682828931685907,0.613472657210949,0.904752619570876,0.943243162345349,0.89105412383866,0.870176188814782,0.934636531516532,0.90649046835342,0.918561827108565,0.947712455497816,0.868310498145379,0.947593951297341,0.545561650007016,0.673176884824835,0.712202183399282,0.841695609524381,0.894769072635008,0.894606488033738,0.944427734736637,0.933079595068859,0.876755036994236,0.920626594565531,0.87714854814786,0.867176082958731,0.91244925204283,0.854006895612334,0.884580558623345
"CERAMIDE SIGNALING PATHWAY",0.0822281388980193,0.065640036441747,0.0801139398232319,0.085448462126209,0.132270102534228,0.232023441342337,0.166501368958962,0.107062502774937,0.165081453274016,0.152982855618448,0.19970844589632,0.226550179228148,0.256155566790071,0.275685411313652,0.193489482759168,0.180748005567691,0.167601753683394,0.2072303281595,0.209157265644122,0.22374114032195,0.242631744444092,0.22081565808268,0.200678506768711,0.173965489297803,0.228895785106543,0.239225547006665,0.252445122350912,0.245795084554346,0.20906394814353,0.182008002985457,0.233676032904933,0.306355535965706,0.223041157850929,0.223534055185082,0.293716252680869,0.231833579812462,0.215682653751207,0.250428038943869,0.252606745241309,0.243935049692885,0.286608608258332,0.249011292682751,0.252342795669128,0.256413136001633,0.243159415645908,0.240026897893893,0.250643348160892,0.129047944593016,0.176327151109107,0.176668631953444,0.157818273727291,0.106339505734855,0.198344979811817,0.103318075242404,0.26435266710891,0.120325140362407,0.120831932761766,0.184646653847394,0.154848326594692,0.127634801323768,0.146076042264339,0.200200297828646,0.19317935108053,0.25134014468686,0.266000561260434,0.234975100305568,0.277255467944432,0.255677760225215,0.231099577727234,0.132807281693421,0.120770792095455,0.119691590342449,0.148767209468092,0.189065716364171,0.183016760246936,0.128886488849353,0.235048654653943,0.14445126152049,0.21540186429394,0.244572453429494,0.21033782426575,0.195948681828928,0.199682228038363,0.242298251680965,0.209932322498618,0.161996607307702,0.19514393535537,0.266702867005395,0.257343068520718,0.270513167745625,0.25046612586065,0.234812784921715,0.223672642639063,0.240011992824913,0.2234197561846,0.234302651287442,0.250200347334096,0.263109548997942,0.233869800488608,0.225326056723704,0.243695792265388
"PDGFR-ALPHA SIGNALING PATHWAY",0.492850557691627,0.485388312547198,0.488486525865031,0.504888593796759,0.613573329474281,0.601842199683899,0.61699804246804,0.6846575067135,0.67062099444899,0.682062900385858,0.610980213444461,0.561407087877621,0.53641881404431,0.528931917931774,0.614777748417934,0.58398013241214,0.568310730705414,0.684613700131496,0.60567851251206,0.551104916364982,0.690781210887208,0.845696130871366,0.821832494288798,0.5619793048911,0.694897486441384,0.50752460833999,0.734679926098246,0.692738405746498,0.643541749039846,0.598620609995381,0.758990971858878,0.580013787044715,0.776830454301779,0.748261134028872,0.745316409455058,0.56646849096502,0.532233672869475,0.578255663928886,0.582434640513239,0.772429137008109,0.758702873407549,0.515238507008904,0.711891209346747,0.691986498114762,0.548800711521952,0.579916355056403,0.702743326228028,0.651454882065107,0.690949499235692,0.618863469759298,0.730088965972225,0.523039803825556,0.580821107829654,0.524871418342087,0.562320158395027,0.54332649322661,0.564032053099465,0.58896927509319,0.513858094836338,0.546334579687101,0.577219918461341,0.592668065571097,0.685245816522715,0.736099273976615,0.656389508053663,0.747312286841122,0.623755720733481,0.656339757377277,0.716907874862506,0.59518882950545,0.654748424282262,0.578501694674855,0.598400218261712,0.56012959278512,0.579287630951651,0.571600320845478,0.767383474110915,0.553162736935131,0.56598709804624,0.787989815102434,0.729494404387472,0.568118349801563,0.793047590315447,0.617963638497809,0.6382509482741,0.679056004866526,0.500503175795175,0.592154883853064,0.603518946718344,0.571345434558384,0.736669351569743,0.712284295355784,0.784117121510807,0.741679166313401,0.751314804477892,0.725487527316935,0.759489418710556,0.743631659504206,0.715468716414055,0.572325432386925,0.806809688757293
"IL3-MEDIATED SIGNALING EVENTS",0.401874612154551,0.416419588361138,0.370548386690568,0.394727681315751,0.415011795944214,0.35572733063591,0.336029149120359,0.392639474840087,0.328831137997307,0.261594236198078,0.453208135971637,0.387288562701524,0.343470634810321,0.634786659130314,0.403740161110896,0.386687905607251,0.404063882953204,0.553217471552926,0.384871770158897,0.282894755173474,0.544500656193282,0.183195214805808,0.192509840487285,0.45968590748514,0.494802009526851,0.362626328379432,0.437076628459008,0.306373450733084,0.453579391023123,0.424442804140079,0.189658268030425,0.208278229036177,0.21167672690743,0.608239289827787,0.140308528044721,0.533968163887709,0.620068912923597,0.174101019222744,0.230423411706309,0.115835555051062,0.139686237682094,0.172685360140355,0.596649497634639,0.144092423470714,0.194643513467449,0.354994103110069,0.361423008611904,0.380679012201396,0.426237926298755,0.16923307503193,0.480503578381264,0.426934995146476,0.303276403609977,0.43958225552088,0.356721715933673,0.450431758880296,0.447937391491041,0.58279636139987,0.533485051820986,0.341348321101487,0.389746918887701,0.298753056520009,0.487571632748114,0.488664182938104,0.308885663870291,0.188899540945687,0.259994463319348,0.314373682304872,0.208080459190108,0.382996103433802,0.391213089003264,0.403409202464615,0.396249968295605,0.574828361674603,0.597957048481112,0.393550634002979,0.513135997233844,0.499085899653877,0.616386936946584,0.192090864977824,0.495793733115656,0.540972952228805,0.482020372063433,0.428511274400752,0.502021155489648,0.413537521355085,0.574802719328317,0.331739877057119,0.620350327100246,0.243272165715415,0.276187167325881,0.227474546664075,0.221016041744066,0.286006373297059,0.302940107309237,0.289821024883874,0.205558493486018,0.231121838539377,0.227309923043281,0.587124664837342,0.206608680576684
"ALPHAE BETA7 INTEGRIN CELL SURFACE INTERACTIONS",0.604596919260237,0.578770586712276,0.603658899259693,0.495135481707573,0.62098031273945,0.59766415962209,0.677231387754152,0.607420804815459,0.467496208159476,0.609820028207509,0.663641178739379,0.48294602217866,0.389257776584617,0.347424997677752,0.574583251527296,0.468416778726705,0.457266493706108,0.456983308534897,0.575985386829107,0.640926686245239,0.445479973266931,0.636022574518323,0.63992352501617,0.496019435227254,0.646706145880016,0.675878900239916,0.527297698190517,0.63187084467282,0.628866123213282,0.576501124390814,0.357634167758579,0.66112621783932,0.634780309112307,0.634705635786202,0.7091095107573,0.630227482876794,0.627235840278968,0.685585432402184,0.363481807279686,0.331980514306636,0.655316752804219,0.613721504070923,0.433653439808466,0.56310143038482,0.580083777174349,0.530075776692355,0.488637091373825,0.666201604306586,0.552306800453088,0.614455156948723,0.663775353465312,0.611548824734075,0.630389542072815,0.657373532677995,0.499473512067627,0.571724039550982,0.548612418015943,0.437776744990959,0.596396673745689,0.525028177319611,0.671105940779006,0.686499702853699,0.525090759407446,0.567216563982373,0.461568907509327,0.571399059624472,0.686361252974849,0.707827947031233,0.532367710088596,0.556731819551154,0.473801389119205,0.527169677021847,0.58603740962892,0.403293234104599,0.473937859458296,0.574790568872494,0.604327615246324,0.620622801466036,0.35723369612262,0.627991292948132,0.629811583181104,0.622420104830758,0.626391354851203,0.595774616700333,0.602524948487344,0.619186108960394,0.613212985296337,0.596037684232571,0.371274094491903,0.620397673169262,0.626919915854588,0.62153585049851,0.611405052206432,0.61230216678714,0.632044273207939,0.60935062246366,0.61790672667253,0.639876713824998,0.54413493257802,0.410336110134535,0.624736216432399
"IL12-MEDIATED SIGNALING EVENTS",0.186385532980881,0.204279104243142,0.201615043861157,0.18608408783398,0.188726161987314,0.191540010335217,0.18368016249038,0.186458736445738,0.182494187187612,0.194616108169992,0.190985341861934,0.194362207742302,0.211885213379212,0.230577746212993,0.200305118185537,0.185549353834961,0.193728566653898,0.214600800590956,0.190419787734109,0.201459456001367,0.211826601639016,0.205976569081091,0.23003830755574,0.188776789304607,0.20834856060408,0.196178448172766,0.212627513276893,0.1891819377123,0.198395187745427,0.20036705400085,0.219909856923006,0.205494624452176,0.218797210805351,0.226318294021912,0.214039894996716,0.220013628389008,0.209335695287037,0.205384270216599,0.204310467149267,0.220306595491458,0.244842096203813,0.215006840167218,0.229579843138447,0.21195876666636,0.219180616066058,0.186504284811827,0.202750198018906,0.183098150672486,0.191188616908104,0.203250771564956,0.190054063352821,0.194319018253553,0.196972388555914,0.183147780441371,0.208761357787935,0.204995066168043,0.194459590188242,0.219672392276854,0.206078404607518,0.189845990144892,0.181317753505077,0.200251820039971,0.209708226828236,0.207052114813647,0.207777504235923,0.206824415513678,0.183310882182312,0.178004082865737,0.248352720178452,0.168850158111265,0.1679784305183,0.152845937801346,0.209344400520388,0.219501161205033,0.219491272135728,0.184436742670973,0.212474708665361,0.20350742524132,0.238791497455089,0.223330661807029,0.196866019016972,0.224976080920466,0.1931163804321,0.204322190978217,0.208073453822655,0.174945697350737,0.212075943346284,0.204325870991725,0.230306832813012,0.202807539853242,0.20585049448514,0.214453977761827,0.197349703321929,0.18838074499872,0.190279980482671,0.193943797486957,0.224490239344426,0.213295133006471,0.198775721319941,0.216030899603741,0.198585532179809
"POSTTRANSLATIONAL REGULATION OF ADHERENS JUNCTION STABILITY AND DISSASSEMBLY",0.126086988584914,0.130180716792694,0.136522972674201,0.100992534044909,0.171840841792897,0.170718490717886,0.191312546010568,0.178224507176775,0.17434143372954,0.174974938420815,0.172815825097454,0.232600235229324,0.244421220527242,0.424592242137306,0.222267374789906,0.205192878172235,0.213502247562523,0.220746436332783,0.223681740236099,0.239887573402886,0.245466341743946,0.277549909155317,0.30280151043313,0.247290032970176,0.259813009762275,0.247003414614393,0.259460439772661,0.231433356472671,0.259141741026201,0.25788307308695,0.262022168433667,0.38332663072823,0.284451967729684,0.233133420220619,0.32592540678752,0.250830868970088,0.398283313254759,0.360429977579616,0.285140933099155,0.391732611115708,0.416306082552097,0.264501801999424,0.230663697065809,0.215524263031455,0.265367071473686,0.262098791575062,0.236968010125988,0.130759725713038,0.197699971127115,0.216004821367907,0.232803193839012,0.193157906464581,0.254869185401437,0.176777666549844,0.218975186649204,0.147910759056571,0.137625590975275,0.141533829622296,0.201559536360002,0.152000348956608,0.197705416917332,0.232958415609375,0.21518785567838,0.259633869160229,0.242367903634399,0.375951476549068,0.281741475799973,0.268025964432267,0.231677757571875,0.0783376331090026,0.0171490945525424,0.0498786539952086,0.112854714665423,0.142929933262089,0.0628231156435192,0.112407157319043,0.272610351188487,0.187159660376928,0.216495233365217,0.267229319369414,0.257650936376,0.176744158795959,0.259053733450134,0.211981445897837,0.24924399795171,0.233731931093179,0.180482065416234,0.237218755269004,0.203470159660872,0.267744971712877,0.284368608548536,0.282867244912265,0.290402704539807,0.260466097555726,0.284861764089345,0.253219127509895,0.396623610232861,0.396081757743431,0.271212180843824,0.259620490038776,0.36097964999294
"TGF-BETA RECEPTOR SIGNALING",0.513180799853883,0.516215581908851,0.483424270420513,0.552552150239166,0.622867195374519,0.587142898962924,0.60165841078768,0.645150259455052,0.623210662337254,0.624407728983227,0.634247404792283,0.698073024978844,0.694477599616188,0.598444038828867,0.758403701557522,0.691509867186841,0.715245791552201,0.713859270763438,0.720401397406476,0.770946386123514,0.753621338729749,0.782427749845219,0.743603631407505,0.569110537868912,0.752710086129844,0.76037465613191,0.736846092293225,0.772694371263722,0.827441326179736,0.804970429959692,0.79039770538566,0.793355025327227,0.766654324411634,0.731947966695761,0.82520096889989,0.784496826633837,0.814651853926161,0.829780715361828,0.783955989711139,0.820443390721307,0.743077654926379,0.785240849948727,0.745644693575719,0.697906721413191,0.817061183600705,0.734549971080816,0.707565063761016,0.617530447766629,0.760479567657879,0.774632100966227,0.821811310462817,0.555929180288138,0.775308032783582,0.557101884527784,0.698750257742104,0.574272061031314,0.595879285264995,0.60742313470884,0.520859771189825,0.563121871497878,0.61276815724038,0.745982070046457,0.747196335575461,0.783698351394946,0.735151803506827,0.80984911444017,0.742727680111395,0.737620654660773,0.760685347114804,0.670779651650336,0.672663251198176,0.655477079982931,0.657297940666505,0.628655177872094,0.667051095106573,0.63377614062464,0.810700129092091,0.532759266830852,0.545243289890147,0.825535638059291,0.827118164587051,0.581447780419187,0.840427038708918,0.785622916134763,0.77316429487698,0.776864437160249,0.518593451005222,0.727156350104571,0.699257231153993,0.764540149045672,0.791373235076967,0.809629436921871,0.853113984884425,0.820957240439144,0.813040914852335,0.785656249893202,0.800560702965263,0.786887752427813,0.80928601610344,0.78810155513951,0.81737891869239
